date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:54:45	5627/5627	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22046d97114ddda1:0%22	https://jcdn.toastmasters.org//Content/Scripts/SessionTimeOut.js?t=638621288711512465	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/Scripts/SessionTimeOutea29.js	(from https://www.toastmasters.org/About/Board%20of%20Directors/International%20Officer%20and%20Director%20Candidates/ElmerHill)
08:54:46	1764/1764	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22032df5968fda1:0%22	https://jcdn.toastmasters.org//Content/Scripts/sw-config.js?t=638621288711512465	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/Scripts/sw-configea29.js	(from https://www.toastmasters.org/About/Board%20of%20Directors/International%20Officer%20and%20Director%20Candidates/ElmerHill)
08:54:47	3861/3861	---MCZ	200	added ('OK')	text/css	etag:W/%22d400d5237c84b06dc1ef6e614a84ff95a5f76005%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/css/Blue-Theme-Site-d400d5237c84b06dc1ef6e614a84ff95a5f76005.css	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/css/Blue-Theme-Site-d400d5237c84b06dc1ef6e614a84ff95a5f76005.css	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:47	2356/2356	---M--	200	added ('OK')	image/png	etag:%220781a0c6fb1bb82b35f3f53400928809bb6b6b20%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-text%402x-0781a0c6fb1bb82b35f3f53400928809bb6b6b20.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-text@2x-0781a0c6fb1bb82b35f3f53400928809bb6b6b20.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:47	1194/1194	---M--	200	added ('OK')	image/png	etag:%229c38f39193ded540ff2f40f928c782a53014ce39%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-text-9c38f39193ded540ff2f40f928c782a53014ce39.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-text-9c38f39193ded540ff2f40f928c782a53014ce39.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:49	85866/85866	---M--	200	added ('OK')	image/png	etag:%22d9da2a6c80970e2b630c4bb0f86f5fe16bf3976a%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/icon-sprite%402x-d9da2a6c80970e2b630c4bb0f86f5fe16bf3976a.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/icon-sprite@2x-d9da2a6c80970e2b630c4bb0f86f5fe16bf3976a.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:49	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:49%20GMT	https://jcdn.toastmasters.org/Content/images/globals/icon-sprite.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/globals/icon-sprite.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:49	114/114	---M--	200	added ('OK')	image/png	etag:%224bc654694c2ce9b598ec562c01995a2d228b8efc%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/nav-divider-4bc654694c2ce9b598ec562c01995a2d228b8efc.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/nav-divider-4bc654694c2ce9b598ec562c01995a2d228b8efc.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:50	19965/19965	---M--	200	added ('OK')	image/png	etag:%225f9961de31c33c84d9405af897a2bfdf1c858abf%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo%402x-5f9961de31c33c84d9405af897a2bfdf1c858abf.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo@2x-5f9961de31c33c84d9405af897a2bfdf1c858abf.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:50	12443/12443	---M--	200	added ('OK')	image/png	etag:%22c32e3df7f547a72f7a3a7d04717e5712a7bc5dea%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-97x81-c32e3df7f547a72f7a3a7d04717e5712a7bc5dea.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-97x81-c32e3df7f547a72f7a3a7d04717e5712a7bc5dea.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:51	9596/9596	---M--	200	added ('OK')	image/png	etag:%226e7e8db5618ee829a74f8aaf9c2879614596ad72%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-6e7e8db5618ee829a74f8aaf9c2879614596ad72.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/toastmasters-logo-6e7e8db5618ee829a74f8aaf9c2879614596ad72.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:51	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:51%20GMT	https://jcdn.toastmasters.org/Content/images/globals/icon-search.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/globals/icon-search.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:52	825/825	---M--	200	added ('OK')	image/png	etag:%22f5b8ce2ec1e60b330816f17e7183343132ea3791%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/indicator-touch%402x-f5b8ce2ec1e60b330816f17e7183343132ea3791.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/globals/indicator-touch@2x-f5b8ce2ec1e60b330816f17e7183343132ea3791.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:52	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:52%20GMT	https://jcdn.toastmasters.org/Content/images/globals/indicator-touch.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/globals/indicator-touch.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:53%20GMT	https://jcdn.toastmasters.org/Content/images/examples/hero-banners-bg-left.jpg	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/examples/hero-banners-bg-left.jpg	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:53%20GMT	https://jcdn.toastmasters.org/Content/images/examples/hero-banners-bg-right.jpg	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/examples/hero-banners-bg-right.jpg	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/Site.css?aafda25c6cbe6ef7c7d51d9eeb229c3080489a23)
08:54:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:54%20GMT	https://jcdn.toastmasters.org/Content/images/examples/journey-timeline-bg-small.jpg	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/examples/journey-timeline-bg-small.jpg	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/callouts.css?f103c57da27bffd2ff613de499394d56e2151e40)
08:54:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:54%20GMT	https://jcdn.toastmasters.org/Content/images/examples/journey-timeline-bg.jpg	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/Content/images/examples/journey-timeline-bg.jpg	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/callouts.css?f103c57da27bffd2ff613de499394d56e2151e40)
08:54:55	2404/2404	---M--	200	added ('OK')	image/png	etag:%225d8829604a10268b02fa64d36929cc9b51ccb79e%22	https://jcdn.toastmasters.org/cassette.axd/file/Content/images/toastmasterslogotext2x_red-5d8829604a10268b02fa64d36929cc9b51ccb79e.png	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/Content/images/toastmasterslogotext2x_red-5d8829604a10268b02fa64d36929cc9b51ccb79e.png	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/TI.css?e441b0847bea3f90bffe404a8b9c797c15757579)
08:54:56	375643/375643	---M--	200	added ('OK')	image/jpeg	etag:%2204b1638aad8854ebedcf7fa2178bbda9805c6c30%22	https://jcdn.toastmasters.org/cassette.axd/file/content/images/examples/store-slideshow-bg-04b1638aad8854ebedcf7fa2178bbda9805c6c30.jpg	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/jcdn.toastmasters.org/cassette.axd/file/content/images/examples/store-slideshow-bg-04b1638aad8854ebedcf7fa2178bbda9805c6c30.jpg	(from https://jcdn.toastmasters.org/cassette.axd/asset/Content/css/store.css?7094a1b3a44527045eaaf87b70cdd44f72a49790)
08:54:57	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:58%20GMT	https://www.toastmasters.org/About/Board%20of%20Directors/International%20Officer%20and%20Director%20Candidates/v2public/styles/LiveChatWidgetFrame.css	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/www.toastmasters.org/About/Board%20of%20Directors/International%20Officer%20and%20Director%20Candidates/v2public/styles/LiveChatWidgetFrame.4f.delayed	(from https://oc-cdn-ocprod.azureedge.net/livechatwidget/scripts/LiveChatBootstrapper.js)
08:54:58	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2013:54:58%20GMT	https://www.toastmasters.org/About/Board%20of%20Directors/International%20Officer%20and%20Director%20Candidates/v2public/htmls/chatv2.html	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/www.toastmasters.org/About/Board%20of%20Directors/International%20Officer%20and%20Director%20Candidates/v2public/htmls/chatv2.html	(from https://oc-cdn-ocprod.azureedge.net/livechatwidget/scripts/LiveChatBootstrapper.js)
08:54:58	4616/4616	---M-Z	200	added ('OK')	application/x-javascript	etag:%2205f3ef6968fda1:0%22	https://www.toastmasters.org/sw.js	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/www.toastmasters.org/sw.js	(from https://jcdn.toastmasters.org//Content/Scripts/sw-config.js?t=638621288711512465)
08:54:59	1504/1504	---MC-	200	added ('OK')	application/javascript	date:Wed,%2019%20Sep%202018%2019:40:33%20GMT	https://storage.googleapis.com/workbox-cdn/releases/3.6.1/workbox-sw.js	C:/My%20Web%20Sites/2024%202nd%20VP%20Candidates/storage.googleapis.com/workbox-cdn/releases/3.6.1/workbox-sw.js	(from https://www.toastmasters.org/sw.js)
